start,end,token,line,unformatted
57.207,57.341,び,0,さいごのこうかいだからいきさきはえらびほうだい
57.207,57.341,び,-1,最後の航海だから行き先は選び放題
57.341,57.508,ほ,0,さいごのこうかいだからいきさきはえらびほうだい
57.341,57.508,放,-1,最後の航海だから行き先は選び放題
57.508,57.708,う,0,さいごのこうかいだからいきさきはえらびほうだい
57.508,57.708,放,-1,最後の航海だから行き先は選び放題
57.708,57.908,だ,0,さいごのこうかいだからいきさきはえらびほうだい
57.708,58.075,題,-1,最後の航海だから行き先は選び放題
57.908,58.075,い,0,さいごのこうかいだからいきさきはえらびほうだい
58.075,58.242,さ,0,さあかじをかせ、こうたいだ
58.075,58.242,さ,-1,さあ舵を貸せ、交代だ
58.242,58.442,あ,0,さあかじをかせ、こうたいだ
58.242,58.442,あ,-1,さあ舵を貸せ、交代だ
58.442,58.675,か,0,さあかじをかせ、こうたいだ
58.442,58.675,舵,-1,さあ舵を貸せ、交代だ
58.675,58.842,じ,0,さあかじをかせ、こうたいだ
58.675,58.842,舵,-1,さあ舵を貸せ、交代だ
58.842,59.009,を,0,さあかじをかせ、こうたいだ
58.842,59.009,を,-1,さあ舵を貸せ、交代だ
59.009,59.209,か,0,さあかじをかせ、こうたいだ
59.009,59.209,貸,-1,さあ舵を貸せ、交代だ
59.209,59.576,せ、,0,さあかじをかせ、こうたいだ
59.209,59.576,せ、,-1,さあ舵を貸せ、交代だ
59.576,59.743,こ,0,さあかじをかせ、こうたいだ
59.576,59.743,交,-1,さあ舵を貸せ、交代だ
59.743,59.943,う,0,さあかじをかせ、こうたいだ
59.743,59.943,交,-1,さあ舵を貸せ、交代だ
59.943,60.144,た,0,さあかじをかせ、こうたいだ
59.943,60.144,代,-1,さあ舵を貸せ、交代だ
60.144,60.31,い,0,さあかじをかせ、こうたいだ
60.144,60.31,代,-1,さあ舵を貸せ、交代だ
60.31,61.145,だ,0,さあかじをかせ、こうたいだ
60.31,61.145,だ,-1,さあ舵を貸せ、交代だ
71.955,72.056,ぷ,0,ぷりーず、みすたーさいれんす
71.955,72.056,プ,-1,プリーズ、ミスターサイレンス
72.056,72.256,りー,0,ぷりーず、みすたーさいれんす
72.056,72.256,リー,-1,プリーズ、ミスターサイレンス
72.256,72.356,ず、,0,ぷりーず、みすたーさいれんす
72.256,72.356,ズ、,-1,プリーズ、ミスターサイレンス
72.356,72.523,みす,0,ぷりーず、みすたーさいれんす
72.356,72.523,ミス,-1,プリーズ、ミスターサイレンス
72.523,72.723,たー,0,ぷりーず、みすたーさいれんす
72.523,72.723,ター,-1,プリーズ、ミスターサイレンス
72.723,73.257,さ,0,ぷりーず、みすたーさいれんす
72.723,73.257,サ,-1,プリーズ、ミスターサイレンス
73.257,73.457,い,0,ぷりーず、みすたーさいれんす
73.257,73.457,イ,-1,プリーズ、ミスターサイレンス
73.457,73.724,れ,0,ぷりーず、みすたーさいれんす
73.457,73.724,レ,-1,プリーズ、ミスターサイレンス
73.724,73.824,ん,0,ぷりーず、みすたーさいれんす
73.724,73.824,ン,-1,プリーズ、ミスターサイレンス
73.824,74.024,す,0,ぷりーず、みすたーさいれんす
73.824,74.024,ス,-1,プリーズ、ミスターサイレンス
74.024,74.224,ああ、,0,ああ、どうして
74.024,74.224,ああ、,-1,ああ、どうして
74.224,74.391,ど,0,ああ、どうして
74.224,74.391,ど,-1,ああ、どうして
74.391,74.792,う,0,ああ、どうして
74.391,74.792,う,-1,ああ、どうして
74.792,74.992,し,0,ああ、どうして
74.792,74.992,し,-1,ああ、どうして
74.992,75.526,て,0,ああ、どうして
74.992,75.526,て,-1,ああ、どうして
75.526,75.726,ああ、,0,ああ、どうしてえらべるのがきみしかいないんだ？
75.526,75.726,ああ、,-1,ああ、どうして選べるのがきみしかいないんだ？
75.726,75.926,ど,0,ああ、どうしてえらべるのがきみしかいないんだ？
75.726,75.926,ど,-1,ああ、どうして選べるのがきみしかいないんだ？
75.926,76.26,う,0,ああ、どうしてえらべるのがきみしかいないんだ？
75.926,76.26,う,-1,ああ、どうして選べるのがきみしかいないんだ？
76.26,76.46,し,0,ああ、どうしてえらべるのがきみしかいないんだ？
76.26,76.46,し,-1,ああ、どうして選べるのがきみしかいないんだ？
76.46,77.027,て,0,ああ、どうしてえらべるのがきみしかいないんだ？
76.46,77.027,て,-1,ああ、どうして選べるのがきみしかいないんだ？
77.027,77.227,え,0,ああ、どうしてえらべるのがきみしかいないんだ？
77.027,77.227,選,-1,ああ、どうして選べるのがきみしかいないんだ？
77.227,77.594,ら,0,ああ、どうしてえらべるのがきみしかいないんだ？
77.227,77.594,選,-1,ああ、どうして選べるのがきみしかいないんだ？
77.594,77.961,べ,0,ああ、どうしてえらべるのがきみしかいないんだ？
77.594,77.961,べ,-1,ああ、どうして選べるのがきみしかいないんだ？
77.961,78.328,る,0,ああ、どうしてえらべるのがきみしかいないんだ？
77.961,78.328,る,-1,ああ、どうして選べるのがきみしかいないんだ？
78.328,78.729,の,0,ああ、どうしてえらべるのがきみしかいないんだ？
78.328,78.729,の,-1,ああ、どうして選べるのがきみしかいないんだ？
78.729,79.096,が,0,ああ、どうしてえらべるのがきみしかいないんだ？
78.729,79.096,が,-1,ああ、どうして選べるのがきみしかいないんだ？
79.096,79.863,き,0,ああ、どうしてえらべるのがきみしかいないんだ？
79.096,79.863,き,-1,ああ、どうして選べるのがきみしかいないんだ？
79.863,80.23,み,0,ああ、どうしてえらべるのがきみしかいないんだ？
79.863,80.23,み,-1,ああ、どうして選べるのがきみしかいないんだ？
80.23,80.597,し,0,ああ、どうしてえらべるのがきみしかいないんだ？
80.23,80.597,し,-1,ああ、どうして選べるのがきみしかいないんだ？
80.597,80.964,か,0,ああ、どうしてえらべるのがきみしかいないんだ？
80.597,80.964,か,-1,ああ、どうして選べるのがきみしかいないんだ？
80.964,81.331,い,0,ああ、どうしてえらべるのがきみしかいないんだ？
80.964,81.331,い,-1,ああ、どうして選べるのがきみしかいないんだ？
81.331,81.732,な,0,ああ、どうしてえらべるのがきみしかいないんだ？
81.331,81.732,な,-1,ああ、どうして選べるのがきみしかいないんだ？
81.732,82.466,い,0,ああ、どうしてえらべるのがきみしかいないんだ？
81.732,82.466,い,-1,ああ、どうして選べるのがきみしかいないんだ？
82.466,83.233,ん,0,ああ、どうしてえらべるのがきみしかいないんだ？
82.466,83.233,ん,-1,ああ、どうして選べるのがきみしかいないんだ？
83.233,83.967,だ？,0,ああ、どうしてえらべるのがきみしかいないんだ？
83.233,83.967,だ？,-1,ああ、どうして選べるのがきみしかいないんだ？
83.967,84.168,お,0,おねがい、chooseme
83.967,84.168,お,-1,お願い、chooseme
84.168,84.334,ね,0,おねがい、chooseme
84.168,84.334,願,-1,お願い、chooseme
84.334,84.535,が,0,おねがい、chooseme
84.334,84.535,願,-1,お願い、chooseme
84.535,84.735,い、,0,おねがい、chooseme
84.535,84.735,い、,-1,お願い、chooseme
84.735,87.471,choo,0,おねがい、chooseme
84.735,87.471,choo,-1,お願い、chooseme
87.471,87.604,se,0,おねがい、chooseme
87.471,87.604,se,-1,お願い、chooseme
87.604,88.105,me,0,おねがい、chooseme
87.604,88.105,me,-1,お願い、chooseme
89.973,90.14,お,0,おねがい、chooseme
89.973,90.14,お,-1,お願い、chooseme
90.14,90.34,ね,0,おねがい、chooseme
90.14,90.34,願,-1,お願い、chooseme
90.34,90.541,が,0,おねがい、chooseme
90.34,90.541,願,-1,お願い、chooseme
90.541,90.707,い、,0,おねがい、chooseme
90.541,90.707,い、,-1,お願い、chooseme
90.707,93.477,choo,0,おねがい、chooseme
90.707,93.477,choo,-1,お願い、chooseme
93.477,93.61,se,0,おねがい、chooseme
93.477,93.61,se,-1,お願い、chooseme
93.61,94.845,me,0,おねがい、chooseme
93.61,94.845,me,-1,お願い、chooseme
94.845,95.012,ほ,0,ほらはやく、きょうじゅうにおねがい
94.845,95.012,ほ,-1,ほら早く、今日中にお願い
95.012,95.779,ら,0,ほらはやく、きょうじゅうにおねがい
95.012,95.779,ら,-1,ほら早く、今日中にお願い
95.779,95.979,は,0,ほらはやく、きょうじゅうにおねがい
95.779,95.979,早,-1,ほら早く、今日中にお願い
95.979,96.18,や,0,ほらはやく、きょうじゅうにおねがい
95.979,96.18,早,-1,ほら早く、今日中にお願い
96.18,96.346,く、,0,ほらはやく、きょうじゅうにおねがい
96.18,96.346,く、,-1,ほら早く、今日中にお願い
96.346,96.513,きょ,0,ほらはやく、きょうじゅうにおねがい
96.346,96.513,今日,-1,ほら早く、今日中にお願い
96.513,96.713,う,0,ほらはやく、きょうじゅうにおねがい
96.513,96.713,今日,-1,ほら早く、今日中にお願い
96.713,99.349,じゅ,0,ほらはやく、きょうじゅうにおねがい
96.713,99.349,中,-1,ほら早く、今日中にお願い
99.349,99.55,う,0,ほらはやく、きょうじゅうにおねがい
99.349,99.55,中,-1,ほら早く、今日中にお願い
99.55,101.952,に,0,ほらはやく、きょうじゅうにおねがい
99.55,101.952,に,-1,ほら早く、今日中にお願い
101.952,102.152,お,0,ほらはやく、きょうじゅうにおねがい
101.952,102.152,お,-1,ほら早く、今日中にお願い
102.152,102.352,ね,0,ほらはやく、きょうじゅうにおねがい
102.152,102.352,願,-1,ほら早く、今日中にお願い
102.352,102.519,が,0,ほらはやく、きょうじゅうにおねがい
102.352,102.519,願,-1,ほら早く、今日中にお願い
102.519,102.719,い,0,ほらはやく、きょうじゅうにおねがい
102.519,102.719,い,-1,ほら早く、今日中にお願い
102.719,103.854,choo,0,choosemechooseme
102.719,103.854,choo,-1,choosemechooseme
103.854,104.021,se,0,choosemechooseme
103.854,104.021,se,-1,choosemechooseme
104.021,105.722,me,0,choosemechooseme
104.021,105.722,me,-1,choosemechooseme
105.722,106.824,choo,0,choosemechooseme
105.722,106.824,choo,-1,choosemechooseme
106.824,107.057,se,0,choosemechooseme
106.824,107.057,se,-1,choosemechooseme
107.057,107.758,me,0,choosemechooseme
107.057,107.758,me,-1,choosemechooseme
107.758,107.958,き,0,きみがきょうえらんでくれないとなんもできない
107.758,107.958,き,-1,きみが今日選んでくれないとなんもできない
107.958,108.158,み,0,きみがきょうえらんでくれないとなんもできない
107.958,108.158,み,-1,きみが今日選んでくれないとなんもできない
108.158,108.325,が,0,きみがきょうえらんでくれないとなんもできない
108.158,108.325,が,-1,きみが今日選んでくれないとなんもできない
108.325,108.425,きょ,0,きみがきょうえらんでくれないとなんもできない
108.325,108.425,今日,-1,きみが今日選んでくれないとなんもできない
108.425,108.525,う,0,きみがきょうえらんでくれないとなんもできない
108.425,108.525,今日,-1,きみが今日選んでくれないとなんもできない
108.525,108.725,え,0,きみがきょうえらんでくれないとなんもできない
108.525,108.725,選,-1,きみが今日選んでくれないとなんもできない
108.725,108.992,ら,0,きみがきょうえらんでくれないとなんもできない
108.725,108.992,選,-1,きみが今日選んでくれないとなんもできない
108.992,109.093,ん,0,きみがきょうえらんでくれないとなんもできない
108.992,109.093,ん,-1,きみが今日選んでくれないとなんもできない
109.093,109.259,で,0,きみがきょうえらんでくれないとなんもできない
109.093,109.259,で,-1,きみが今日選んでくれないとなんもできない
109.259,109.359,く,0,きみがきょうえらんでくれないとなんもできない
109.259,109.359,く,-1,きみが今日選んでくれないとなんもできない
109.359,109.66,れ,0,きみがきょうえらんでくれないとなんもできない
109.359,109.66,れ,-1,きみが今日選んでくれないとなんもできない
109.66,109.726,な,0,きみがきょうえらんでくれないとなんもできない
109.66,109.726,な,-1,きみが今日選んでくれないとなんもできない
109.726,109.827,い,0,きみがきょうえらんでくれないとなんもできない
109.726,109.827,い,-1,きみが今日選んでくれないとなんもできない
109.827,110.027,と,0,きみがきょうえらんでくれないとなんもできない
109.827,110.027,と,-1,きみが今日選んでくれないとなんもできない
110.027,110.294,な,0,きみがきょうえらんでくれないとなんもできない
110.027,110.294,な,-1,きみが今日選んでくれないとなんもできない
110.294,110.394,ん,0,きみがきょうえらんでくれないとなんもできない
110.294,110.394,ん,-1,きみが今日選んでくれないとなんもできない
110.394,110.594,も,0,きみがきょうえらんでくれないとなんもできない
110.394,110.594,も,-1,きみが今日選んでくれないとなんもできない
110.594,110.761,で,0,きみがきょうえらんでくれないとなんもできない
110.594,110.761,で,-1,きみが今日選んでくれないとなんもできない
110.761,111.128,き,0,きみがきょうえらんでくれないとなんもできない
110.761,111.128,き,-1,きみが今日選んでくれないとなんもできない
111.128,111.328,な,0,きみがきょうえらんでくれないとなんもできない
111.128,111.328,な,-1,きみが今日選んでくれないとなんもできない
111.328,111.695,い,0,きみがきょうえらんでくれないとなんもできない
111.328,111.695,い,-1,きみが今日選んでくれないとなんもできない
111.695,111.962,か,0,かんがえてくれないとしんぱいにかんじちゃうんだ
111.695,111.962,え,-1,考えてくれないと心配に感じちゃうんだ
111.962,112.096,ん,0,かんがえてくれないとしんぱいにかんじちゃうんだ
111.962,112.096,え,-1,考えてくれないと心配に感じちゃうんだ
112.096,112.262,が,0,かんがえてくれないとしんぱいにかんじちゃうんだ
112.096,112.262,え,-1,考えてくれないと心配に感じちゃうんだ
112.262,112.362,え,0,かんがえてくれないとしんぱいにかんじちゃうんだ
112.262,112.362,え,-1,考えてくれないと心配に感じちゃうんだ
112.362,112.629,て,0,かんがえてくれないとしんぱいにかんじちゃうんだ
112.362,112.629,て,-1,考えてくれないと心配に感じちゃうんだ
112.629,112.83,く,0,かんがえてくれないとしんぱいにかんじちゃうんだ
112.629,112.83,く,-1,考えてくれないと心配に感じちゃうんだ
112.83,112.996,れ,0,かんがえてくれないとしんぱいにかんじちゃうんだ
112.83,112.996,れ,-1,考えてくれないと心配に感じちゃうんだ
112.996,113.297,な,0,かんがえてくれないとしんぱいにかんじちゃうんだ
112.996,113.297,な,-1,考えてくれないと心配に感じちゃうんだ
113.297,113.397,い,0,かんがえてくれないとしんぱいにかんじちゃうんだ
113.297,113.397,い,-1,考えてくれないと心配に感じちゃうんだ
113.397,113.564,と,0,かんがえてくれないとしんぱいにかんじちゃうんだ
113.397,113.564,と,-1,考えてくれないと心配に感じちゃうんだ
113.564,113.697,し,0,かんがえてくれないとしんぱいにかんじちゃうんだ
113.564,113.697,心,-1,考えてくれないと心配に感じちゃうんだ
113.697,113.764,ん,0,かんがえてくれないとしんぱいにかんじちゃうんだ
113.697,113.764,心,-1,考えてくれないと心配に感じちゃうんだ
113.764,114.031,ぱ,0,かんがえてくれないとしんぱいにかんじちゃうんだ
113.764,114.031,配,-1,考えてくれないと心配に感じちゃうんだ
114.031,114.131,い,0,かんがえてくれないとしんぱいにかんじちゃうんだ
114.031,114.131,配,-1,考えてくれないと心配に感じちゃうんだ
114.131,114.698,に,0,かんがえてくれないとしんぱいにかんじちゃうんだ
114.131,114.698,に,-1,考えてくれないと心配に感じちゃうんだ
114.698,114.965,か,0,かんがえてくれないとしんぱいにかんじちゃうんだ
114.698,114.965,感,-1,考えてくれないと心配に感じちゃうんだ
114.965,115.065,ん,0,かんがえてくれないとしんぱいにかんじちゃうんだ
114.965,115.065,感,-1,考えてくれないと心配に感じちゃうんだ
115.065,115.265,じ,0,かんがえてくれないとしんぱいにかんじちゃうんだ
115.065,115.265,じ,-1,考えてくれないと心配に感じちゃうんだ
115.265,115.466,ちゃ,0,かんがえてくれないとしんぱいにかんじちゃうんだ
115.265,115.466,ちゃ,-1,考えてくれないと心配に感じちゃうんだ
115.466,115.732,う,0,かんがえてくれないとしんぱいにかんじちゃうんだ
115.466,115.732,う,-1,考えてくれないと心配に感じちゃうんだ
115.732,115.833,ん,0,かんがえてくれないとしんぱいにかんじちゃうんだ
115.732,115.833,ん,-1,考えてくれないと心配に感じちゃうんだ
115.833,116.033,だ,0,かんがえてくれないとしんぱいにかんじちゃうんだ
115.833,116.033,だ,-1,考えてくれないと心配に感じちゃうんだ
116.033,116.2,こ,0,こんなとこでまよってるとしずむよ、しんかいに
116.033,116.2,こ,-1,こんなとこで迷ってると沈むよ、深海に
116.2,116.4,ん,0,こんなとこでまよってるとしずむよ、しんかいに
116.2,116.4,ん,-1,こんなとこで迷ってると沈むよ、深海に
116.4,116.6,な,0,こんなとこでまよってるとしずむよ、しんかいに
116.4,116.6,な,-1,こんなとこで迷ってると沈むよ、深海に
116.6,116.8,と,0,こんなとこでまよってるとしずむよ、しんかいに
116.6,116.8,と,-1,こんなとこで迷ってると沈むよ、深海に
116.8,117.167,こ,0,こんなとこでまよってるとしずむよ、しんかいに
116.8,117.167,こ,-1,こんなとこで迷ってると沈むよ、深海に
117.167,117.534,で,0,こんなとこでまよってるとしずむよ、しんかいに
117.167,117.534,で,-1,こんなとこで迷ってると沈むよ、深海に
117.534,117.701,ま,0,こんなとこでまよってるとしずむよ、しんかいに
117.534,117.701,迷,-1,こんなとこで迷ってると沈むよ、深海に
117.701,117.968,よ,0,こんなとこでまよってるとしずむよ、しんかいに
117.701,117.968,迷,-1,こんなとこで迷ってると沈むよ、深海に
117.968,118.102,っ,0,こんなとこでまよってるとしずむよ、しんかいに
117.968,118.102,っ,-1,こんなとこで迷ってると沈むよ、深海に
118.102,118.302,て,0,こんなとこでまよってるとしずむよ、しんかいに
118.102,118.302,て,-1,こんなとこで迷ってると沈むよ、深海に
118.302,118.368,る,0,こんなとこでまよってるとしずむよ、しんかいに
118.302,118.368,る,-1,こんなとこで迷ってると沈むよ、深海に
118.368,118.602,と,0,こんなとこでまよってるとしずむよ、しんかいに
118.368,118.602,と,-1,こんなとこで迷ってると沈むよ、深海に
118.602,118.836,し,0,こんなとこでまよってるとしずむよ、しんかいに
118.602,118.836,沈,-1,こんなとこで迷ってると沈むよ、深海に
118.836,119.036,ず,0,こんなとこでまよってるとしずむよ、しんかいに
118.836,119.036,沈,-1,こんなとこで迷ってると沈むよ、深海に
119.036,119.403,む,0,こんなとこでまよってるとしずむよ、しんかいに
119.036,119.403,む,-1,こんなとこで迷ってると沈むよ、深海に
119.403,119.603,よ、,0,こんなとこでまよってるとしずむよ、しんかいに
119.403,119.603,よ、,-1,こんなとこで迷ってると沈むよ、深海に
119.603,119.703,し,0,こんなとこでまよってるとしずむよ、しんかいに
119.603,119.703,深,-1,こんなとこで迷ってると沈むよ、深海に
119.703,119.77,ん,0,こんなとこでまよってるとしずむよ、しんかいに
119.703,119.77,深,-1,こんなとこで迷ってると沈むよ、深海に
119.77,119.97,か,0,こんなとこでまよってるとしずむよ、しんかいに
119.77,119.97,海,-1,こんなとこで迷ってると沈むよ、深海に
119.97,120.17,い,0,こんなとこでまよってるとしずむよ、しんかいに
119.97,120.17,海,-1,こんなとこで迷ってると沈むよ、深海に
120.17,120.737,に,0,こんなとこでまよってるとしずむよ、しんかいに
120.17,120.737,に,-1,こんなとこで迷ってると沈むよ、深海に
124.641,124.808,し,0,しずむよ、しんかいに
124.641,124.808,む,-1,沈むよ、深海に
124.808,125.008,ず,0,しずむよ、しんかいに
124.808,125.008,む,-1,沈むよ、深海に
125.008,125.409,む,0,しずむよ、しんかいに
125.008,125.409,む,-1,沈むよ、深海に
125.409,125.542,よ、,0,しずむよ、しんかいに
125.409,125.542,よ、,-1,沈むよ、深海に
125.542,125.642,し,0,しずむよ、しんかいに
125.542,125.642,深,-1,沈むよ、深海に
125.642,125.776,ん,0,しずむよ、しんかいに
125.642,125.776,深,-1,沈むよ、深海に
125.776,126.009,か,0,しずむよ、しんかいに
125.776,126.009,海,-1,沈むよ、深海に
126.009,126.143,い,0,しずむよ、しんかいに
126.009,126.143,海,-1,沈むよ、深海に
126.143,126.71,に,0,しずむよ、しんかいに
126.143,126.71,に,-1,沈むよ、深海に
130.647,130.848,し,0,しずむよ、しんかいに
130.647,130.848,む,-1,沈むよ、深海に
130.848,131.014,ず,0,しずむよ、しんかいに
130.848,131.014,む,-1,沈むよ、深海に
131.014,131.415,む,0,しずむよ、しんかいに
131.014,131.415,む,-1,沈むよ、深海に
131.415,131.548,よ、,0,しずむよ、しんかいに
131.415,131.548,よ、,-1,沈むよ、深海に
131.548,131.648,し,0,しずむよ、しんかいに
131.548,131.648,深,-1,沈むよ、深海に
131.648,131.782,ん,0,しずむよ、しんかいに
131.648,131.782,深,-1,沈むよ、深海に
131.782,132.015,か,0,しずむよ、しんかいに
131.782,132.015,海,-1,沈むよ、深海に
132.015,132.149,い,0,しずむよ、しんかいに
132.015,132.149,海,-1,沈むよ、深海に
132.149,132.749,に,0,しずむよ、しんかいに
132.149,132.749,に,-1,沈むよ、深海に
155.939,156.14,ぬ,0,ぬれてきづいたふるえるからだ
155.939,156.14,濡,-1,濡れて気付いた震える体
156.14,156.34,れ,0,ぬれてきづいたふるえるからだ
156.14,156.34,れ,-1,濡れて気付いた震える体
156.34,156.507,て,0,ぬれてきづいたふるえるからだ
156.34,156.507,て,-1,濡れて気付いた震える体
156.507,156.707,き,0,ぬれてきづいたふるえるからだ
156.507,156.707,気,-1,濡れて気付いた震える体
156.707,157.808,づ,0,ぬれてきづいたふるえるからだ
156.707,157.808,付,-1,濡れて気付いた震える体
157.808,158.041,い,0,ぬれてきづいたふるえるからだ
157.808,158.041,い,-1,濡れて気付いた震える体
158.041,159.51,た,0,ぬれてきづいたふるえるからだ
158.041,159.51,た,-1,濡れて気付いた震える体
159.51,159.71,ふ,0,ぬれてきづいたふるえるからだ
159.51,159.71,震,-1,濡れて気付いた震える体
159.71,160.043,る,0,ぬれてきづいたふるえるからだ
159.71,160.043,震,-1,濡れて気付いた震える体
160.043,160.244,え,0,ぬれてきづいたふるえるからだ
160.043,160.244,え,-1,濡れて気付いた震える体
160.244,160.644,る,0,ぬれてきづいたふるえるからだ
160.244,160.644,る,-1,濡れて気付いた震える体
160.644,160.844,か,0,ぬれてきづいたふるえるからだ
160.644,160.844,体,-1,濡れて気付いた震える体
160.844,161.044,ら,0,ぬれてきづいたふるえるからだ
160.844,161.778,体,-1,濡れて気付いた震える体
161.044,161.778,だ,0,ぬれてきづいたふるえるからだ
161.778,161.979,あ,0,あふれてきちゃった、ふなぞこからだ
161.778,161.979,あ,-1,あふれてきちゃった、船底からだ
161.979,162.179,ふ,0,あふれてきちゃった、ふなぞこからだ
161.979,162.179,ふ,-1,あふれてきちゃった、船底からだ
162.179,162.346,れ,0,あふれてきちゃった、ふなぞこからだ
162.179,162.346,れ,-1,あふれてきちゃった、船底からだ
162.346,162.513,て,0,あふれてきちゃった、ふなぞこからだ
162.346,162.513,て,-1,あふれてきちゃった、船底からだ
162.513,162.713,き,0,あふれてきちゃった、ふなぞこからだ
162.513,162.713,き,-1,あふれてきちゃった、船底からだ
162.713,163.881,ちゃ,0,あふれてきちゃった、ふなぞこからだ
162.713,163.881,ちゃ,-1,あふれてきちゃった、船底からだ
163.881,164.081,っ,0,あふれてきちゃった、ふなぞこからだ
163.881,164.081,っ,-1,あふれてきちゃった、船底からだ
164.081,165.516,た、,0,あふれてきちゃった、ふなぞこからだ
164.081,165.516,た、,-1,あふれてきちゃった、船底からだ
165.516,165.716,ふ,0,あふれてきちゃった、ふなぞこからだ
165.516,165.716,船,-1,あふれてきちゃった、船底からだ
165.716,166.083,な,0,あふれてきちゃった、ふなぞこからだ
165.716,166.083,船,-1,あふれてきちゃった、船底からだ
166.083,166.283,ぞ,0,あふれてきちゃった、ふなぞこからだ
166.083,166.283,底,-1,あふれてきちゃった、船底からだ
166.283,166.65,こ,0,あふれてきちゃった、ふなぞこからだ
166.283,166.65,底,-1,あふれてきちゃった、船底からだ
166.65,166.85,か,0,あふれてきちゃった、ふなぞこからだ
166.65,166.85,か,-1,あふれてきちゃった、船底からだ
166.85,167.05,ら,0,あふれてきちゃった、ふなぞこからだ
166.85,167.05,ら,-1,あふれてきちゃった、船底からだ
167.05,167.784,だ,0,あふれてきちゃった、ふなぞこからだ
167.05,167.784,だ,-1,あふれてきちゃった、船底からだ
167.784,167.951,あ,0,あながあいたんだ、ざしょうして
167.784,167.951,が,-1,穴が空いたんだ、座礁して
167.951,168.152,な,0,あながあいたんだ、ざしょうして
167.951,168.152,が,-1,穴が空いたんだ、座礁して
168.152,168.352,が,0,あながあいたんだ、ざしょうして
168.152,168.352,が,-1,穴が空いたんだ、座礁して
168.352,168.519,あ,0,あながあいたんだ、ざしょうして
168.352,168.519,空,-1,穴が空いたんだ、座礁して
168.519,168.719,い,0,あながあいたんだ、ざしょうして
168.519,168.719,い,-1,穴が空いたんだ、座礁して
168.719,169.286,た,0,あながあいたんだ、ざしょうして
168.719,169.286,た,-1,穴が空いたんだ、座礁して
169.286,169.453,ん,0,あながあいたんだ、ざしょうして
169.286,169.453,ん,-1,穴が空いたんだ、座礁して
169.453,170.02,だ、,0,あながあいたんだ、ざしょうして
169.453,170.02,だ、,-1,穴が空いたんだ、座礁して
170.02,170.22,ざ,0,あながあいたんだ、ざしょうして
170.02,170.22,座,-1,穴が空いたんだ、座礁して
170.22,170.487,しょ,0,あながあいたんだ、ざしょうして
170.22,170.487,礁,-1,穴が空いたんだ、座礁して
170.487,170.721,う,0,あながあいたんだ、ざしょうして
170.487,170.721,礁,-1,穴が空いたんだ、座礁して
170.721,170.954,し,0,あながあいたんだ、ざしょうして
170.721,170.954,し,-1,穴が空いたんだ、座礁して
170.954,171.522,て,0,あながあいたんだ、ざしょうして
170.954,171.522,て,-1,穴が空いたんだ、座礁して
171.522,171.722,ああ、,0,ああ、どうしてなおせるのがきみしかいないんだ？
171.522,171.722,ああ、,-1,ああ、どうして直せるのがきみしかいないんだ？
171.722,171.889,ど,0,ああ、どうしてなおせるのがきみしかいないんだ？
171.722,171.889,ど,-1,ああ、どうして直せるのがきみしかいないんだ？
171.889,172.289,う,0,ああ、どうしてなおせるのがきみしかいないんだ？
171.889,172.289,う,-1,ああ、どうして直せるのがきみしかいないんだ？
172.289,172.456,し,0,ああ、どうしてなおせるのがきみしかいないんだ？
172.289,172.456,し,-1,ああ、どうして直せるのがきみしかいないんだ？
172.456,173.023,て,0,ああ、どうしてなおせるのがきみしかいないんだ？
172.456,173.023,て,-1,ああ、どうして直せるのがきみしかいないんだ？
173.023,173.19,な,0,ああ、どうしてなおせるのがきみしかいないんだ？
173.023,173.19,直,-1,ああ、どうして直せるのがきみしかいないんだ？
173.19,173.557,お,0,ああ、どうしてなおせるのがきみしかいないんだ？
173.19,173.557,直,-1,ああ、どうして直せるのがきみしかいないんだ？
173.557,173.957,せ,0,ああ、どうしてなおせるのがきみしかいないんだ？
173.557,173.957,せ,-1,ああ、どうして直せるのがきみしかいないんだ？
173.957,174.358,る,0,ああ、どうしてなおせるのがきみしかいないんだ？
173.957,174.358,る,-1,ああ、どうして直せるのがきみしかいないんだ？
174.358,174.725,の,0,ああ、どうしてなおせるのがきみしかいないんだ？
174.358,174.725,の,-1,ああ、どうして直せるのがきみしかいないんだ？
174.725,175.092,が,0,ああ、どうしてなおせるのがきみしかいないんだ？
174.725,175.092,が,-1,ああ、どうして直せるのがきみしかいないんだ？
175.092,175.826,き,0,ああ、どうしてなおせるのがきみしかいないんだ？
175.092,175.826,き,-1,ああ、どうして直せるのがきみしかいないんだ？
175.826,176.193,み,0,ああ、どうしてなおせるのがきみしかいないんだ？
175.826,176.193,み,-1,ああ、どうして直せるのがきみしかいないんだ？
176.193,176.593,し,0,ああ、どうしてなおせるのがきみしかいないんだ？
176.193,176.593,し,-1,ああ、どうして直せるのがきみしかいないんだ？
176.593,176.96,か,0,ああ、どうしてなおせるのがきみしかいないんだ？
176.593,176.96,か,-1,ああ、どうして直せるのがきみしかいないんだ？
176.96,177.327,い,0,ああ、どうしてなおせるのがきみしかいないんだ？
176.96,177.327,い,-1,ああ、どうして直せるのがきみしかいないんだ？
177.327,177.694,な,0,ああ、どうしてなおせるのがきみしかいないんだ？
177.327,177.694,な,-1,ああ、どうして直せるのがきみしかいないんだ？
177.694,178.462,い,0,ああ、どうしてなおせるのがきみしかいないんだ？
